150
16 23 24 28 42 18 12 50 31 7 0 9 19 42 47 41 12 37 49 20 50 41 10 24 11 16 25 24 9 27 16 19 41 45 26 47 43 18 40 41 7 33 32 49 35 49 21 18 13 17 39 38 30 11 22 47 38 21 24 27 23 28 36 11 42 49 47 26 13 47 50 8 8 16 9 39 45 46 38 21 23 26 9 11 25 21 34 46 49 36 41 19 22 47 33 12 39 18 23 44 18 34 34 41 27 32 5 20 12 20 35 31 11 39 42 11 10 29 48 46 18 44 5 31 40 14 38 45 10 16 5 27 35 30 18 11 11 14 24 22 5 43 39 42 20 27 36 13 22 32 
33 28 23 24 46 37 6 50 31 11 9 0 42 25 18 46 42 22 40 32 9 48 32 10 41 14 11 8 42 20 21 27 49 48 6 34 27 26 6 6 21 44 27 26 14 37 10 16 26 15 18 15 39 34 32 22 5 26 26 46 28 24 16 45 29 17 29 15 41 40 21 49 31 46 7 11 40 9 41 33 26 28 36 33 7 33 7 28 23 17 30 31 37 19 31 17 24 50 5 34 35 26 42 22 44 35 50 28 39 40 38 12 28 43 9 37 6 30 12 35 15 49 24 47 5 8 9 44 10 26 10 5 25 7 26 32 49 9 37 38 37 8 14 37 29 9 42 10 5 19 
6 24 19 11 13 27 21 18 28 11 19 42 0 20 42 9 28 10 9 7 44 5 27 18 36 43 31 31 50 48 11 31 11 44 29 40 50 39 33 38 9 6 22 23 13 15 8 12 30 26 43 16 5 31 27 46 35 41 40 24 50 45 37 46 29 25 36 43 29 15 9 15 14 22 14 23 35 8 37 25 7 27 6 33 29 26 16 32 44 19 42 32 16 26 20 20 22 13 33 12 41 12 28 35 49 35 50 22 15 36 17 44 37 22 6 30 29 39 37 17 34 6 40 50 25 23 23 35 50 6 21 43 13 9 48 30 21 42 14 23 5 50 43 21 44 31 38 29 23 33 
45 35 14 9 48 42 31 26 18 34 42 25 20 0 41 15 17 11 47 21 40 25 38 38 11 46 11 22 45 8 38 20 44 37 40 18 36 26 37 5 49 35 9 48 9 18 8 15 6 46 40 9 33 49 6 34 36 28 17 31 38 27 18 46 14 44 41 45 18 29 47 33 24 14 49 25 29 21 22 14 12 34 37 35 39 29 39 39 42 32 29 27 16 43 34 17 50 36 44 42 45 17 21 43 18 22 28 30 13 28 46 36 43 8 23 26 16 27 17 5 40 22 27 26 44 7 33 23 19 50 50 46 12 32 9 38 16 22 24 37 7 28 49 5 35 10 32 33 45 35 
47 37 47 39 6 29 34 41 8 45 47 18 42 41 0 49 34 25 40 49 40 48 43 7 22 14 15 21 47 36 15 40 48 20 17 22 19 32 33 25 14 25 37 6 14 42 19 37 6 14 26 9 50 20 27 12 43 21 30 32 23 34 29 32 44 9 10 21 13 16 50 49 43 12 18 6 23 43 25 20 16 46 46 9 44 39 12 13 17 32 33 16 41 8 49 6 32 17 18 38 25 47 24 27 9 12 42 31 14 26 49 20 19 7 33 46 32 18 44 48 6 9 29 25 37 43 6 32 40 10 25 33 19 48 40 45 39 6 29 28 46 8 14 20 45 6 13 49 43 28 
37 23 34 49 10 38 43 46 33 16 41 46 9 15 49 0 16 16 7 35 8 21 19 32 40 18 35 9 40 39 20 11 12 29 22 35 49 27 42 15 9 27 40 48 20 37 13 11 35 24 30 24 5 18 29 25 47 29 24 6 7 31 5 30 20 47 27 16 40 24 12 11 48 20 49 21 40 23 24 48 17 46 15 46 45 11 34 20 17 15 23 42 20 36 28 20 30 27 36 32 7 28 30 28 19 47 28 23 19 7 49 33 39 14 12 5 19 37 24 9 7 11 32 47 35 25 16 39 39 24 23 33 29 14 17 46 15 32 38 5 43 50 34 22 48 39 32 41 44 35 
50 26 39 31 24 41 49 28 35 30 12 42 28 17 34 16 0 39 28 9 35 36 45 41 47 26 27 42 24 18 9 18 35 42 15 32 47 42 30 41 18 29 32 19 29 9 6 30 25 16 39 11 10 8 12 42 7 15 28 47 50 9 8 25 9 35 25 35 7 28 31 32 38 30 31 34 50 47 45 22 39 41 31 18 48 26 24 29 25 26 41 37 45 41 18 50 23 35 21 40 39 35 32 37 7 47 37 20 12 12 48 16 21 26 8 5 24 23 23 33 24 6 50 42 31 8 14 33 5 26 37 34 27 39 21 20 9 38 44 9 6 47 21 13 31 50 31 38 48 43 
39 32 26 8 33 47 30 43 49 14 37 22 10 11 25 16 39 0 39 5 12 36 40 28 23 37 10 26 30 44 31 21 38 31 15 12 38 20 25 48 43 44 32 14 14 30 18 11 45 27 16 24 49 46 18 32 26 48 38 23 49 45 16 25 26 44 40 27 50 20 39 10 28 9 26 20 10 19 40 29 19 35 6 44 26 28 43 39 22 7 31 37 32 49 7 9 39 31 39 30 12 11 41 26 48 20 7 29 25 47 13 14 10 29 48 27 31 21 22 40 8 50 44 21 47 31 17 7 47 26 19 19 14 16 10 30 35 46 17 7 15 45 29 49 31 34 13 28 30 43 
29 8 5 18 35 38 49 15 5 29 49 40 9 47 40 7 28 39 0 25 22 17 46 33 38 15 25 40 49 39 21 41 30 33 32 17 46 41 41 16 47 24 16 14 10 26 25 43 41 17 30 44 5 28 10 40 33 25 12 39 7 19 26 33 36 48 42 40 27 28 21 42 25 46 40 28 32 37 29 12 29 45 10 45 5 39 24 18 7 16 14 39 43 21 47 42 22 25 33 6 5 10 16 16 40 16 20 8 11 42 18 15 9 42 32 22 22 46 6 45 18 28 28 40 50 46 12 33 24 46 9 49 47 26 13 11 36 22 7 39 16 37 6 9 41 32 6 5 49 42 
28 35 47 9 9 41 36 11 18 13 20 32 7 21 49 35 9 5 25 0 31 49 40 5 40 21 32 17 37 46 46 40 9 13 49 44 39 26 22 7 46 48 18 23 23 14 36 28 34 15 34 46 50 26 48 43 12 20 14 17 6 34 27 25 7 36 41 37 11 18 42 50 9 19 44 6 33 24 20 13 37 41 11 32 45 11 26 48 21 22 18 21 36 8 50 6 50 35 22 21 7 7 7 47 39 8 7 20 36 23 19 11 11 6 20 16 21 38 30 45 38 16 8 43 18 45 14 7 36 44 33 49 26 44 10 45 35 23 41 10 15 15 22 16 28 23 15 25 17 34 
37 16 18 44 19 28 42 16 20 7 50 9 44 40 40 8 35 12 22 31 0 31 45 24 39 20 44 20 30 11 12 34 27 39 5 9 20 6 25 28 50 49 10 37 26 17 23 20 31 37 42 27 31 46 36 21 32 27 8 33 8 9 40 50 11 9 30 42 9 7 6 34 11 7 28 47 18 26 26 18 6 28 16 11 47 43 48 36 45 15 8 43 29 32 32 46 39 23 5 14 23 12 42 7 7 19 10 33 35 27 8 38 35 5 6 43 20 29 16 44 20 23 40 32 38 19 31 47 28 50 20 22 32 18 40 31 42 7 47 48 37 6 36 32 37 23 48 16 24 15 
19 24 48 37 31 24 21 30 41 50 41 48 5 25 48 21 36 36 17 49 31 0 13 10 22 11 12 14 47 50 14 21 28 29 38 22 19 33 37 7 20 26 17 28 12 44 13 36 43 44 32 31 13 5 45 19 5 9 17 14 39 37 45 43 6 23 41 15 49 31 23 15 39 6 30 8 12 9 36 6 47 41 44 35 49 47 32 47 16 10 48 39 49 29 31 37 19 15 30 24 6 33 23 27 20 49 25 32 36 24 5 29 16 21 38 6 46 28 36 21 47 13 6 20 24 50 43 29 43 26 17 47 24 14 40 16 41 45 28 31 49 41 25 27 49 50 43 12 30 38 
41 32 28 37 36 10 35 32 39 35 10 32 27 38 43 19 45 40 46 40 45 13 0 12 46 36 50 47 29 13 45 30 42 38 39 22 23 25 49 43 9 18 17 7 23 41 8 27 27 34 19 31 46 41 32 28 50 19 44 16 27 17 31 14 42 6 33 7 8 18 33 25 40 41 48 40 21 38 26 31 9 17 20 35 38 46 14 12 16 42 14 36 31 48 46 27 25 48 21 22 11 12 13 8 13 5 39 35 11 50 43 36 40 12 37 5 21 5 42 13 9 23 45 49 41 45 6 47 22 38 38 26 34 10 25 50 34 24 35 8 7 17 27 21 17 21 5 29 22 24 
49 10 30 23 18 14 14 42 12 12 24 10 18 38 7 32 41 28 33 5 24 10 12 0 27 13 16 18 27 38 50 5 5 34 14 15 48 17 25 44 6 21 48 47 20 29 18 35 37 12 32 44 39 34 9 28 44 27 8 13 18 7 19 36 38 11 48 27 37 30 40 15 46 30 21 26 26 29 8 19 50 35 18 26 25 7 29 22 27 24 13 30 48 37 50 33 40 44 48 19 11 7 30 42 28 23 5 10 12 37 14 13 36 17 45 48 10 16 33 23 25 15 27 17 46 39 25 23 26 14 12 38 33 15 20 22 39 7 16 39 49 35 47 23 48 47 29 17 22 33 
24 16 46 17 43 9 48 37 46 28 11 41 36 11 22 40 47 23 38 40 39 22 46 27 0 14 19 33 20 24 36 45 35 14 22 43 40 20 32 31 30 47 32 23 21 23 37 38 28 32 13 49 34 27 10 9 30 41 23 20 9 27 19 26 11 34 36 41 14 42 16 24 46 44 24 12 46 10 20 39 23 10 17 25 36 8 20 40 50 20 20 32 5 28 15 43 43 24 26 23 18 25 19 35 26 7 49 37 41 33 28 6 19 35 26 40 39 20 45 21 21 28 38 35 13 26 16 29 11 38 33 27 5 7 10 13 26 14 27 18 32 5 47 43 7 21 49 36 24 15 
20 19 32 12 20 7 26 12 9 22 16 14 43 46 14 18 26 37 15 21 20 11 36 13 14 0 10 42 31 35 5 30 15 36 49 34 12 21 13 8 45 26 42 46 7 41 17 13 28 20 9 23 35 41 50 48 45 20 38 44 26 31 24 30 37 9 34 30 12 23 29 19 11 48 16 19 45 15 19 10 7 43 22 6 50 32 13 23 22 36 33 34 20 10 42 23 39 16 11 44 41 47 26 29 46 26 45 28 11 20 20 19 48 27 43 39 34 32 27 34 22 32 16 34 49 49 39 32 6 32 11 10 43 14 31 22 47 37 33 11 41 12 5 23 25 14 29 42 42 43 
6 6 47 15 11 46 44 47 47 24 25 11 31 11 15 35 27 10 25 32 44 12 50 16 19 10 0 38 15 39 21 39 5 49 22 50 47 34 7 47 12 5 23 46 11 36 10 7 48 50 24 41 8 42 26 37 40 20 25 16 33 35 17 34 44 11 28 10 26 29 9 7 7 14 14 50 31 18 28 15 37 33 49 29 50 39 20 10 40 34 49 40 34 26 12 44 12 48 48 18 7 29 43 7 31 25 31 6 34 30 23 50 48 5 47 20 13 44 38 18 25 14 11 13 17 40 29 7 34 49 40 27 6 33 31 48 34 16 44 25 32 32 34 47 44 23 10 20 5 45 
46 50 15 32 39 49 15 49 20 46 24 8 31 22 21 9 42 26 40 17 20 14 47 18 33 42 38 0 19 8 43 16 50 10 26 46 30 39 15 9 50 16 7 43 34 18 17 31 15 17 43 12 32 32 39 22 42 41 24 47 18 40 48 8 38 28 12 27 48 11 48 34 28 16 37 20 43 18 29 42 6 41 12 38 38 44 8 8 44 40 49 17 19 23 33 19 27 39 29 42 8 19 18 11 45 47 50 12 48 48 34 31 8 46 8 47 45 30 42 18 34 33 36 41 35 23 15 18 41 44 6 23 40 17 44 20 22 45 14 31 12 43 12 13 36 23 20 48 14 18 
43 10 36 35 25 35 46 40 16 40 9 42 50 45 47 40 24 30 49 37 30 47 29 27 20 31 15 19 0 44 46 50 33 39 8 13 26 15 50 46 41 19 38 7 27 28 41 29 12 21 49 34 9 21 49 41 42 43 16 34 6 50 43 12 22 35 34 6 6 32 36 45 33 28 46 49 47 26 7 41 45 14 12 32 19 36 41 48 30 19 36 39 27 34 20 35 5 29 50 27 48 32 48 12 30 37 31 36 30 44 43 14 18 15 9 8 36 36 45 19 18 7 23 25 27 23 38 26 49 43 25 44 38 33 22 28 24 11 26 28 31 5 44 16 5 33 38 35 50 44 
12 20 23 14 10 17 43 17 43 16 27 20 48 8 36 39 18 44 39 46 11 50 13 38 24 35 39 8 44 0 25 7 34 9 29 50 8 30 18 11 13 35 23 38 20 14 29 36 17 14 13 44 19 45 42 12 48 8 12 36 39 18 39 37 36 46 23 38 21 30 36 46 43 30 37 26 41 20 44 14 48 7 44 26 11 22 21 47 22 8 33 40 10 38 19 30 8 50 20 30 36 19 39 17 48 40 26 33 40 10 8 50 40 34 23 21 30 46 25 9 49 22 30 15 42 45 35 11 10 17 30 13 43 45 39 35 41 41 36 12 48 48 29 11 25 29 9 25 18 8 
21 49 25 18 26 11 9 26 48 39 16 21 11 38 15 20 9 31 21 46 12 14 45 50 36 5 21 43 46 25 0 29 42 18 15 13 13 48 5 11 38 13 21 7 41 7 37 10 33 8 6 21 43 49 17 43 15 20 29 42 19 43 45 33 17 50 38 10 20 46 47 29 27 27 29 15 26 33 10 22 42 26 24 26 22 46 23 20 50 11 24 28 13 38 20 45 32 50 7 44 9 9 8 21 21 25 8 6 48 19 47 26 20 43 14 43 48 29 48 18 10 30 31 20 8 33 44 48 16 9 43 14 11 11 45 27 6 36 46 7 5 13 26 33 43 19 27 6 10 5 
45 15 35 22 21 28 22 25 7 15 19 27 31 20 40 11 18 21 41 40 34 21 30 5 45 30 39 16 50 7 29 0 14 17 35 29 50 20 17 32 40 11 11 14 7 17 50 48 34 46 28 10 10 33 26 25 10 28 47 18 46 40 39 19 26 42 32 9 47 15 26 36 23 38 29 38 32 6 11 38 33 29 32 11 11 23 5 30 19 34 7 45 22 18 36 44 5 42 45 49 19 23 36 41 13 8 23 6 40 5 36 45 36 48 7 34 26 5 50 23 28 35 18 32 19 28 34 14 26 15 31 50 9 31 11 23 20 41 36 25 32 10 5 7 33 32 49 27 42 30 
50 17 22 5 30 17 39 47 14 5 41 49 11 44 48 12 35 38 30 9 27 28 42 5 35 15 5 50 33 34 42 14 0 48 35 33 44 14 25 24 24 27 38 39 46 32 38 7 32 25 49 5 34 6 39 6 5 38 7 49 12 48 13 50 6 11 9 49 30 15 26 9 48 42 35 26 24 14 14 12 13 36 14 24 13 7 19 5 25 19 9 32 21 30 43 42 42 47 31 36 49 44 38 14 9 46 17 19 30 50 9 12 29 23 24 45 35 5 48 37 12 49 42 18 20 35 36 45 47 13 34 6 7 40 16 14 8 11 26 20 37 28 27 47 20 18 41 11 5 31 
10 48 19 7 42 41 9 47 21 30 45 48 44 37 20 29 42 31 33 13 39 29 38 34 14 36 49 10 39 9 18 17 48 0 36 39 39 44 38 48 27 22 35 32 33 40 27 46 40 35 7 14 12 10 7 48 49 31 11 30 41 18 33 30 34 37 49 25 33 33 40 35 8 15 7 42 26 32 46 15 5 19 21 47 12 47 28 20 7 44 40 45 15 40 9 17 48 23 27 33 26 19 19 21 15 6 47 13 32 34 45 26 13 20 31 49 9 25 20 13 25 49 35 18 19 5 21 10 39 39 29 39 47 29 34 37 17 19 44 17 45 22 43 43 35 41 48 24 39 37 
33 6 40 42 39 5 34 18 32 46 26 6 29 40 17 22 15 15 32 49 5 38 39 14 22 49 22 26 8 29 15 35 35 36 0 10 28 49 32 20 6 40 5 31 39 29 32 35 40 45 36 31 15 39 8 29 26 37 45 43 7 27 12 5 29 42 43 18 18 49 8 43 41 6 16 19 44 38 18 17 5 23 27 33 23 17 34 35 32 9 5 21 14 25 19 32 16 40 40 8 12 26 33 26 23 34 25 18 26 37 10 45 8 37 40 10 15 42 10 34 36 8 41 19 15 31 38 15 46 18 15 28 6 32 42 24 31 43 34 49 47 13 35 32 47 46 42 49 11 14 
8 6 16 44 36 10 25 16 29 19 47 34 40 18 22 35 32 12 17 44 9 22 22 15 43 34 50 46 13 50 13 29 33 39 10 0 47 13 45 26 17 36 39 21 14 43 14 11 39 21 14 20 32 37 14 18 43 42 17 47 11 44 46 45 13 27 29 40 26 15 15 43 21 46 30 28 5 49 38 33 24 48 22 31 19 47 44 6 20 23 26 21 46 40 46 24 36 10 20 8 43 50 41 43 5 32 14 11 5 42 10 25 40 24 14 27 28 12 20 38 28 37 40 6 19 7 5 11 27 22 10 9 40 22 11 29 46 9 15 27 13 35 15 18 49 45 23 19 48 5 
44 46 19 33 11 31 27 7 10 46 43 27 50 36 19 49 47 38 46 39 20 19 23 48 40 12 47 30 26 8 13 50 44 39 28 47 0 10 40 26 30 36 44 44 29 28 43 26 29 29 28 41 13 7 27 46 40 18 14 24 19 12 29 49 21 44 15 18 27 35 46 24 15 9 16 25 29 24 22 17 35 44 38 44 16 37 13 16 46 34 50 18 9 43 25 31 35 37 33 15 35 7 16 33 22 32 24 11 16 27 21 16 12 19 39 11 31 34 23 36 11 12 6 36 10 35 49 29 50 46 17 42 33 12 19 40 8 34 41 9 24 5 9 7 8 20 29 14 12 31 
5 35 12 32 45 39 25 19 41 45 18 26 39 26 32 27 42 20 41 26 6 33 25 17 20 21 34 39 15 30 48 20 14 44 49 13 10 0 20 18 22 16 13 20 10 44 24 15 15 30 45 12 23 27 29 6 40 11 11 22 27 25 23 22 47 20 46 33 24 42 26 11 45 8 45 9 25 35 11 33 41 29 35 48 44 35 48 24 18 11 35 38 50 16 5 14 28 19 27 20 16 23 50 49 20 5 29 41 20 35 14 20 26 25 42 21 6 30 18 38 12 10 24 13 34 38 8 6 18 8 20 19 15 35 36 36 25 20 39 12 21 34 22 29 50 12 46 50 25 7 
46 32 24 14 20 21 31 32 7 42 40 6 33 37 33 42 30 25 41 22 25 37 49 25 32 13 7 15 50 18 5 17 25 38 32 45 40 20 0 38 50 31 14 13 44 22 37 42 30 15 26 16 18 48 11 45 14 27 35 23 50 29 47 5 30 27 32 39 34 32 22 46 49 36 15 44 14 16 17 14 45 41 32 5 35 32 39 9 18 5 14 24 5 13 34 28 44 33 17 23 17 39 17 5 21 50 11 14 33 18 23 11 41 37 15 46 27 37 35 9 36 50 6 27 45 17 32 38 17 19 22 33 27 40 35 45 17 28 46 37 18 17 34 23 25 19 5 16 5 25 
41 25 36 17 22 10 42 22 29 27 41 6 38 5 25 15 41 48 16 7 28 7 43 44 31 8 47 9 46 11 11 32 24 48 20 26 26 18 38 0 24 46 14 44 50 27 33 48 29 19 18 45 15 39 26 35 31 23 37 16 37 20 31 46 30 40 11 33 9 45 39 9 32 42 9 23 47 42 36 15 48 26 8 30 45 24 30 11 22 13 50 19 39 27 21 30 11 23 9 31 20 45 14 41 49 5 14 17 35 9 14 33 5 43 33 12 7 19 24 25 28 45 14 11 30 25 11 41 32 22 41 11 46 44 23 45 49 37 16 5 44 43 36 7 13 48 45 16 10 24 
50 22 17 18 19 44 30 17 48 5 7 21 9 49 14 9 18 43 47 46 50 20 9 6 30 45 12 50 41 13 38 40 24 27 6 17 30 22 50 24 0 29 21 6 28 9 39 40 10 11 23 43 14 34 30 11 8 26 21 18 33 15 5 32 14 11 44 19 31 15 35 46 22 12 43 35 26 40 13 25 13 38 18 27 27 44 20 5 50 25 38 27 14 17 13 43 10 31 43 9 17 47 49 11 35 35 22 21 16 9 31 7 37 33 37 41 35 23 20 19 42 26 35 15 42 9 36 20 50 20 44 41 44 19 20 16 43 44 29 20 27 6 7 35 37 29 32 26 10 39 
43 21 10 36 38 43 33 6 47 49 33 44 6 35 25 27 29 44 24 48 49 26 18 21 47 26 5 16 19 35 13 11 27 22 40 36 36 16 31 46 29 0 41 35 46 35 5 11 41 38 28 10 50 12 27 28 20 11 19 19 18 44 33 32 24 30 45 5 28 5 48 9 18 50 5 44 8 44 18 27 36 34 25 31 20 8 41 15 26 28 23 6 46 24 21 7 37 27 16 6 50 18 43 35 25 7 5 33 44 22 26 22 10 28 6 25 49 16 6 32 5 41 16 43 13 23 28 42 46 18 25 45 25 32 30 28 14 10 40 24 42 9 42 25 45 11 8 44 38 27 
28 42 30 7 17 16 33 31 16 45 32 27 22 9 37 40 32 32 16 18 10 17 17 48 32 42 23 7 38 23 21 11 38 35 5 39 44 13 14 14 21 41 0 33 26 25 18 46 9 50 45 28 32 6 28 38 12 18 29 13 42 11 42 40 24 20 12 10 24 22 22 19 10 48 37 40 15 41 20 18 26 15 47 49 21 35 14 21 22 5 34 15 34 42 34 38 29 34 49 46 18 45 37 5 6 26 30 40 8 13 43 5 23 50 42 13 45 8 47 43 47 27 39 47 46 45 25 34 42 27 12 35 16 42 18 36 27 33 43 50 32 37 41 45 23 44 35 12 45 40 
10 33 18 15 18 31 34 6 30 24 49 26 23 48 6 48 19 14 14 23 37 28 7 47 23 46 46 43 7 38 7 14 39 32 31 21 44 20 13 44 6 35 33 0 8 28 40 25 32 36 39 49 17 9 48 20 42 21 42 48 13 18 31 26 43 27 50 25 16 36 36 37 31 10 34 17 5 32 10 10 37 24 20 14 41 38 23 8 46 20 48 10 21 14 27 30 38 36 12 48 14 25 16 35 50 20 49 38 43 40 25 26 8 19 29 37 35 22 26 48 46 20 6 29 45 38 40 19 19 27 7 47 22 29 41 29 34 20 7 47 32 19 12 41 43 24 5 17 24 30 
42 42 5 20 42 24 41 36 48 44 35 14 13 9 14 20 29 14 10 23 26 12 23 20 21 7 11 34 27 20 41 7 46 33 39 14 29 10 44 50 28 46 26 8 0 26 13 26 24 50 13 28 19 49 9 14 29 14 31 11 26 10 16 26 39 20 50 11 12 28 40 16 24 35 45 29 48 10 24 28 21 13 29 32 14 24 22 30 33 17 19 22 27 40 36 43 10 47 48 8 33 21 31 39 42 22 37 40 18 37 46 34 44 49 44 28 40 39 12 47 31 25 14 38 19 49 29 16 31 12 23 13 11 46 41 39 34 19 6 36 23 13 46 42 48 22 33 18 33 23 
21 43 19 39 17 48 24 25 42 11 49 37 15 18 42 37 9 30 26 14 17 44 41 29 23 41 36 18 28 14 7 17 32 40 29 43 28 44 22 27 9 35 25 28 26 0 15 48 15 20 6 26 17 28 36 39 49 36 38 38 42 14 35 13 44 36 33 45 14 41 9 28 12 39 33 26 46 14 14 50 13 43 38 19 48 31 41 22 41 50 8 38 15 28 10 34 19 28 10 15 21 19 6 7 9 24 27 20 22 30 34 43 13 34 44 22 19 17 33 8 34 41 29 40 17 36 40 44 48 22 34 36 32 16 22 14 26 33 14 17 25 28 19 31 25 30 18 38 23 28 
